Person_ID,Name,Age,Gender,Sexual_Orientation,Era,Relationship_Start_Date,Relationship_End_Date,Relationship_Duration,Relationship_Type,Commitment_Level,Breakup_Reason,Conflict_Frequency,First_Fight_Topic,Last_Text_Exchanged,Mutual_Breakup,Closure_Given,Rebound_After_Days,Avg_Texts_Per_Day,First_Message,Sweet_Terms_Used,Ghosting_Days_Count,Longest_Conversation,Streak_Days,Deleted_Texts_Count,Mood_Before,Mood_During,Mood_After,Trust_Score,Emotional_Dependency_Score,Regret_Level,Self_Esteem_After,Lessons_Learned,Playlist_Shared,Theme_Song,Photos_Shared_Count,Places_Visited_Together,Anniversary_Celebrated,Memory_Value_Score,Love_Growth_Trend,Attachment_Style,Breakup_Recovery_Days,Communication_Style,Emotional_Intensity,Compatibility_Score
69,Paul,25,Male,Bisexual,Modern,2000-09-24,2002-11-26,793 days,Long-distance,Engaged,Career priorities,Low,Time management,Music throughout back see reason want.,Yes,Yes,73,62,Once size respond with serve kid research anything girl sometimes window yard race word record finally.,43,12,27,5,0,Shy,Heartbroken,Numb,1,4,7,Lower,Be honest,Yes,Thinking Out Loud,93,1,Yes,9,Decline,Anxious,271,Avoidant,2,2
70,Jeffrey,42,Other,Pansexual,Past,2007-11-25,2008-01-02,38 days,Long-distance,Engaged,Family disapproval,Medium,Time management,Money wear table capital movie break yes understand eye that house.,No,No,73,61,Way building listen good raise exist research begin here serve article sit carry beyond too address anyone right test.,37,0,93,49,6,Calm,Bitter,Confident,6,7,6,Same,Choose wisely,Yes,Say You Won't Let Go,74,15,Yes,3,Gradual,Avoidant,234,Avoidant,2,5
71,James,43,Non-binary,Asexual,Past,2002-03-19,2004-08-22,887 days,Casual,Undefined,Career priorities,Medium,Social media use,Participant evening type.,No,No,63,13,Heart bad she deep production describe administration money pressure on reveal determine someone.,29,6,30,42,8,Bitter,Calm,Calm,2,7,10,Higher,Self-love matters,Yes,Perfect,45,1,No,2,Gradual,Anxious,207,Passive,7,2
72,Catherine,22,Male,Heterosexual,Past,2003-08-25,2004-11-18,451 days,Casual,Serious,Mental health problems,Low,Time management,Many artist yourself age six term imagine.,No,No,22,33,Letter prevent special.,46,24,43,8,16,Confident,Calm,Excited,10,3,10,Higher,Love is not enough,No,Stay With Me,95,13,No,3,Early spike,Secure,193,Open,1,7
73,Martin,43,Male,Homosexual,Modern,2002-05-28,2002-11-17,173 days,Casual,Casual,Career priorities,Low,Priorities,Old little without even avoid late.,Yes,No,49,86,None woman job nothing accept person beyond class.,30,5,93,16,19,Hopeful,Joyful,Heartbroken,9,5,5,Same,Learn to forgive,Yes,Say You Won't Let Go,3,13,Yes,9,Early spike,Avoidant,78,Open,8,3
74,Catherine,21,Non-binary,Homosexual,Past,2017-08-17,2019-02-13,545 days,Situationship,Serious,Different life goals,High,Career,Always such send participant kitchen thank pull level affect inside and knowledge they training drive positive most.,Yes,No,28,95,Wrong control outside low than adult ok difficult.,16,1,176,32,1,Resigned,Numb,Hopeful,7,6,9,Higher,Be honest,No,Photograph,2,9,Yes,3,Early spike,Anxious,74,Avoidant,5,3
75,Tracy,25,Male,Pansexual,Modern,2006-04-12,2008-06-12,792 days,Long-term,Casual,Family disapproval,High,Social media use,Above skin final product.,No,No,122,75,As side picture yard protect north standard actually argue imagine series marriage.,9,3,178,9,4,Heartbroken,Shy,Resigned,1,1,6,Same,Self-love matters,No,Perfect,4,9,Yes,7,Early spike,Anxious,21,Avoidant,7,5
76,Brian,40,Non-binary,Bisexual,Modern,2017-11-21,2020-02-27,828 days,Flings,Casual,Moved away,Medium,Time management,Short measure because general feeling give to worker candidate commercial blood budget.,No,No,151,56,Respond region return will raise on back.,35,21,9,2,5,Calm,Heartbroken,Numb,2,3,3,Lower,Be yourself,Yes,Perfect,59,12,Yes,2,Decline,Anxious,75,Passive,2,5
77,Kenneth,21,Non-binary,Asexual,Past,2003-07-14,2005-03-02,597 days,Long-term,Undefined,Lack of communication,Medium,Future plans,War down cover summer Congress reason thus debate single production crime nothing statement threat beyond.,Yes,No,86,87,Top beat perhaps.,2,19,104,15,2,Joyful,Bitter,Joyful,1,3,5,Lower,Choose wisely,No,Someone Like You,79,5,No,3,Early spike,Anxious,136,Passive,1,5
78,John,28,Other,Pansexual,Modern,2001-07-15,2002-01-28,197 days,Long-distance,Undefined,Lack of communication,High,Priorities,Executive clearly billion property indicate modern.,No,Yes,130,60,A pretty all person history stop play season where hotel without turn reality.,24,29,128,20,1,Hopeful,Calm,Heartbroken,3,8,8,Lower,Love is not enough,No,Blinding Lights,72,18,No,9,Early spike,Avoidant,227,Open,3,2
79,Cameron,37,Non-binary,Heterosexual,Modern,2023-09-10,2024-07-15,309 days,Flings,Engaged,Family disapproval,Medium,Jealousy,Group outside stuff property spring let.,No,No,42,46,Modern kind knowledge develop present standard cell.,47,16,121,60,4,Confident,Heartbroken,Excited,8,3,4,Lower,Be honest,No,Photograph,90,20,Yes,6,Early spike,Anxious,23,Avoidant,2,1
80,Travis,33,Other,Heterosexual,Modern,2022-11-19,2024-02-14,452 days,Long-distance,Casual,Arguments and fights,Low,Priorities,Industry us season record choose product toward time strategy before fund director smile exist bit.,No,No,160,53,Tree suffer wind deep play wear need blue high eye participant above.,12,16,34,23,17,Excited,Calm,Calm,8,3,1,Lower,Be yourself,No,Photograph,93,17,No,10,Gradual,Secure,110,Passive,3,10
81,Heather,40,Other,Heterosexual,Past,2011-11-15,2013-04-16,518 days,Flings,Undefined,Long distance strain,Medium,Jealousy,Nothing station plan answer rather sound much act perhaps now actually.,No,No,107,26,Structure our offer field understand yard according natural move leave style price.,9,21,166,42,0,Bitter,Resigned,Hopeful,7,9,6,Same,Value your time,Yes,Say You Won't Let Go,98,10,Yes,6,Decline,Secure,278,Avoidant,9,4
82,Sheri,40,Non-binary,Asexual,Modern,2005-08-26,2007-09-12,747 days,Casual,Undefined,Ghosting,High,Money,Fast list reason possible most try accept try although heavy health everybody.,No,No,72,92,Question crime fish car star education recognize white free sound others.,11,9,40,52,16,Confident,Bitter,Numb,3,2,6,Lower,Learn to forgive,Yes,Someone Like You,85,19,No,7,Gradual,Secure,50,Open,9,7
83,Maureen,44,Male,Pansexual,Past,2014-02-03,2016-06-23,871 days,Long-distance,Undefined,Infatuation fade,Low,Money,Edge goal hand because work approach environmental fine former candidate interest different help rule guy whether.,Yes,No,13,89,Usually dream week police court late impact serve face interest benefit media.,7,21,66,58,2,Bitter,Resigned,Bitter,10,9,8,Same,Be honest,Yes,Photograph,46,15,No,4,Gradual,Avoidant,271,Avoidant,5,6
84,Rhonda,26,Non-binary,Bisexual,Modern,2005-10-05,2007-02-19,502 days,Long-term,Engaged,Moved away,High,Family interference,Society hour strong rise billion individual type bit region capital player.,No,Yes,135,66,Still Mr next upon matter interesting skin benefit.,31,15,165,31,16,Excited,Calm,Excited,7,7,10,Higher,Trust actions not words,No,Perfect,98,10,Yes,6,Decline,Secure,217,Avoidant,5,2
85,Gregory,23,Female,Heterosexual,Past,2023-05-21,2025-07-29,800 days,Long-term,Casual,Infatuation fade,Low,Career,Compare sign perhaps candidate information.,Yes,No,20,21,Customer on girl nearly.,3,13,87,54,2,Heartbroken,Excited,Shy,5,10,5,Higher,Choose wisely,No,Someone Like You,7,2,No,2,Decline,Secure,26,Passive,1,10
86,Nina,25,Other,Heterosexual,Modern,2019-12-16,2021-06-14,546 days,Flings,Casual,Mismatch of values,Low,Family interference,Need head exist heavy any research foot.,Yes,No,43,1,Indicate avoid by mother commercial however.,13,0,72,17,5,Hopeful,Excited,Shy,9,6,7,Same,Trust actions not words,No,Thinking Out Loud,66,11,Yes,2,Decline,Secure,209,Open,5,9
87,Rachel,36,Other,Pansexual,Modern,2006-04-08,2007-04-06,363 days,Flings,Engaged,Different life goals,Low,Social media use,Human onto part other teach born rest within operation cold least other per.,Yes,No,93,38,Office although just home left almost argue.,41,8,42,27,9,Heartbroken,Shy,Calm,4,8,2,Lower,Love is not enough,Yes,Perfect,36,0,No,6,Early spike,Secure,47,Open,7,1
88,Lisa,41,Other,Asexual,Modern,2023-11-26,2025-11-09,714 days,Casual,Engaged,Moved away,Medium,Jealousy,Black in Democrat without decade.,No,No,87,94,Interest million test bar shoulder free reason whose ready left.,16,0,138,31,14,Hopeful,Joyful,Excited,9,6,2,Higher,Love is not enough,Yes,Thinking Out Loud,48,19,Yes,6,Decline,Secure,46,Passive,9,4
89,Sean,23,Male,Heterosexual,Past,2018-09-26,2021-03-01,887 days,Situationship,Engaged,Ghosting,High,Future plans,A analysis paper beat smile far woman.,Yes,No,123,75,Make like high call good up when middle.,37,24,114,37,19,Bitter,Confident,Joyful,1,7,1,Same,Be honest,Yes,Blinding Lights,45,17,Yes,4,Gradual,Secure,210,Passive,9,9
90,Christopher,22,Female,Homosexual,Past,2007-12-14,2009-12-11,728 days,Casual,Casual,Arguments and fights,High,Communication,Security even again term beautiful issue send reality quality box election.,Yes,Yes,149,68,Contain record plant hot technology security open drug total heavy.,38,6,137,34,14,Calm,Bitter,Calm,9,1,3,Higher,Be yourself,Yes,Shape of You,78,14,Yes,2,Early spike,Anxious,183,Open,9,10
91,Michael,33,Other,Heterosexual,Modern,2006-04-27,2008-03-05,678 days,Situationship,Undefined,Career priorities,Low,Career,Again go traditional ability side item.,Yes,Yes,131,91,Teach center child approach music full son deep listen student east you design save avoid bit thus join among black.,0,21,58,27,0,Hopeful,Confident,Resigned,7,7,5,Higher,Value your time,Yes,Thinking Out Loud,39,8,No,1,Early spike,Anxious,43,Open,3,3
92,Brianna,20,Female,Homosexual,Modern,2004-11-06,2005-12-07,396 days,Casual,Undefined,Long distance strain,Low,Trust,Include according quite see key machine hundred sit imagine drop improve him morning into entire trouble least notice.,No,No,122,20,Test peace traditional growth happy anyone effort analysis catch treatment reality form present carry those audience past.,13,16,55,29,9,Heartbroken,Bitter,Hopeful,6,1,6,Same,Be yourself,Yes,Blinding Lights,47,0,No,4,Early spike,Anxious,79,Avoidant,9,9
93,William,19,Other,Pansexual,Modern,2023-08-12,2024-05-01,263 days,Long-term,Casual,Loss of feelings,Medium,Jealousy,Bank suggest trouble few especially back condition remain recognize example indicate air.,No,Yes,17,52,Health eat when effect quickly whom.,24,26,63,4,9,Resigned,Calm,Bitter,1,7,10,Same,Be honest,No,Blinding Lights,34,15,Yes,10,Decline,Avoidant,146,Open,5,6
94,Joseph,34,Female,Bisexual,Modern,2023-11-18,2024-03-20,123 days,Long-term,Serious,Infatuation fade,Medium,Trust,Study leader effort thousand character wife yes speech fish girl perhaps health.,No,No,42,14,Glass success oil rule machine.,30,23,35,34,7,Heartbroken,Joyful,Bitter,9,7,8,Higher,Be yourself,No,All of Me,77,0,No,9,Early spike,Anxious,270,Passive,3,3
95,Elizabeth,22,Other,Asexual,Modern,2009-12-19,2011-01-04,381 days,Situationship,Casual,Trust issues,Medium,Money,Stop figure piece nor young green decide talk least recent season break traditional finish.,Yes,Yes,85,86,Brother computer event accept.,4,23,6,24,18,Calm,Excited,Resigned,3,6,5,Lower,Trust actions not words,No,All of Me,75,17,Yes,2,Early spike,Anxious,39,Passive,2,4
96,Stephen,29,Non-binary,Heterosexual,Modern,2017-02-16,2017-11-28,285 days,Situationship,Serious,Infatuation fade,Medium,Future plans,Bill glass sea many figure.,No,Yes,103,85,Research provide after.,36,28,88,37,1,Bitter,Heartbroken,Bitter,2,8,7,Lower,Choose wisely,Yes,Blinding Lights,92,14,Yes,7,Early spike,Avoidant,314,Open,3,9
97,Jacob,42,Female,Asexual,Modern,2018-03-28,2018-09-02,158 days,Casual,Undefined,Jealousy,High,Time management,Then my upon information write her fact go somebody hair clear close reach.,No,Yes,40,47,Pay worker push easy throughout he general technology issue western travel sound.,7,20,157,59,8,Shy,Bitter,Hopeful,6,9,5,Higher,Be honest,Yes,Stay With Me,89,9,No,9,Decline,Secure,136,Passive,9,5
98,Steven,31,Other,Bisexual,Modern,2000-07-31,2001-05-06,279 days,Long-term,Serious,Trust issues,Medium,Money,Impact game fish away phone.,No,Yes,63,76,Foreign they senior station century too body particular.,39,11,80,24,10,Heartbroken,Resigned,Heartbroken,8,7,10,Same,Self-love matters,No,Perfect,41,0,Yes,6,Early spike,Anxious,198,Open,8,10
99,John,26,Male,Homosexual,Past,2007-04-21,2007-07-10,80 days,Casual,Casual,Ghosting,High,Career,Hand development machine strategy capital politics soldier.,Yes,No,8,30,Trial provide issue mother step.,9,1,126,37,17,Shy,Excited,Heartbroken,1,8,1,Lower,Love is not enough,No,Perfect,48,14,No,2,Decline,Secure,297,Avoidant,5,10
100,Connor,29,Other,Pansexual,Modern,2014-08-13,2015-12-22,496 days,Flings,Engaged,Loss of feelings,Low,Jealousy,Order however age television study job central technology.,Yes,Yes,81,19,What response suffer prove star single your toward but explain.,4,14,14,42,13,Resigned,Confident,Numb,4,10,6,Same,Love is not enough,Yes,Let Her Go,38,1,Yes,5,Gradual,Secure,290,Passive,9,2
101,Michael,30,Female,Pansexual,Past,2016-07-09,2017-01-23,198 days,Long-distance,Serious,Trust issues,High,Family interference,Second middle car can us box.,Yes,Yes,171,9,Five never idea pay listen staff someone up girl.,18,26,166,23,15,Calm,Resigned,Excited,3,4,8,Same,Love is not enough,No,Let Her Go,34,5,Yes,9,Decline,Anxious,316,Avoidant,2,1
102,Michelle,27,Non-binary,Asexual,Modern,2001-04-09,2002-03-28,353 days,Long-term,Undefined,Lack of communication,Low,Priorities,Authority industry have sport smile we service project control your.,Yes,Yes,75,69,Impact beat share hand risk deal suddenly market name.,2,23,179,49,5,Joyful,Calm,Joyful,4,2,5,Higher,Communication is key,No,Shape of You,55,16,No,7,Early spike,Secure,7,Open,8,2
103,Christopher,41,Male,Asexual,Past,2023-08-13,2024-09-09,393 days,Casual,Engaged,Mismatch of values,Low,Priorities,Fund interest rate them doctor.,Yes,No,165,88,How speak three onto all avoid including into clear soldier same quality work huge heart image service manage.,18,20,111,13,3,Excited,Joyful,Numb,5,6,10,Lower,Choose wisely,Yes,Let Her Go,60,20,Yes,6,Early spike,Anxious,195,Passive,2,6
104,Craig,30,Other,Bisexual,Modern,2000-01-07,2002-02-11,766 days,Long-distance,Casual,Different life goals,High,Career,Bar right than involve very usually others home usually late significant fill remain level ability carry.,Yes,Yes,69,36,Off start create people into nation.,26,23,36,49,19,Shy,Heartbroken,Calm,10,10,6,Higher,Choose wisely,Yes,All of Me,74,16,Yes,6,Decline,Anxious,172,Passive,1,6
105,Mitchell,42,Other,Pansexual,Past,2014-11-11,2015-03-27,136 days,Flings,Undefined,Lack of communication,Low,Priorities,Maintain manage contain including.,Yes,No,145,90,Another eye into form car black build wife agent where test act government message win expert body program.,7,0,73,59,8,Heartbroken,Hopeful,Calm,9,2,8,Same,Value your time,No,All of Me,88,6,No,2,Gradual,Secure,83,Passive,9,3
106,Sandra,22,Other,Asexual,Past,2000-03-09,2001-12-12,643 days,Long-distance,Engaged,Moved away,Low,Money,Onto almost population game couple recognize natural.,No,Yes,173,45,Still grow when share above professional task care occur raise oil reality vote.,45,2,108,56,11,Resigned,Heartbroken,Hopeful,3,4,1,Same,Learn to forgive,No,Shape of You,36,2,Yes,9,Early spike,Anxious,325,Open,3,5
107,Jennifer,34,Other,Bisexual,Modern,2018-03-21,2020-01-23,673 days,Flings,Serious,Mental health problems,High,Family interference,Often site size three history at four special brother.,Yes,Yes,143,36,Defense so around citizen.,41,4,65,35,15,Bitter,Numb,Calm,9,4,6,Lower,Love is not enough,No,All of Me,66,16,Yes,6,Gradual,Secure,92,Avoidant,7,4
108,Angela,29,Other,Heterosexual,Past,2003-07-03,2003-11-14,134 days,Long-term,Engaged,Arguments and fights,Low,Communication,Perhaps anyone sing yourself station.,No,Yes,39,50,Try into onto fear expect their nature ago front technology.,10,4,172,12,9,Bitter,Calm,Bitter,8,10,4,Higher,Value your time,Yes,Blinding Lights,18,15,Yes,1,Decline,Anxious,153,Open,3,1
109,Erin,30,Non-binary,Pansexual,Modern,2022-11-03,2024-12-21,779 days,Flings,Serious,Lack of communication,Medium,Time management,Sort fast space begin begin system some within poor figure control traditional believe institution claim cut theory.,Yes,No,73,91,Give wrong science develop provide this expert fast identify.,16,9,149,5,15,Excited,Numb,Numb,7,5,5,Higher,Be yourself,No,All of Me,13,20,No,10,Decline,Avoidant,364,Passive,10,9
110,Grace,20,Male,Heterosexual,Modern,2022-07-27,2023-01-09,166 days,Long-distance,Casual,Third-party interference,Low,Trust,Practice determine will reduce sort music note station arrive Congress.,Yes,No,99,39,Cold possible work quality charge court particular even.,22,11,37,38,12,Resigned,Resigned,Hopeful,10,2,4,Lower,Love is not enough,No,Stay With Me,56,14,No,5,Early spike,Anxious,305,Avoidant,10,6
111,Jonathan,24,Non-binary,Pansexual,Modern,2004-02-08,2005-03-12,398 days,Long-distance,Casual,Mismatch of values,Low,Money,Everything worry spend trade themselves industry particular ball baby.,Yes,No,65,58,Else already avoid none every call.,10,9,148,53,11,Calm,Hopeful,Numb,5,2,10,Lower,Trust actions not words,Yes,Someone Like You,10,7,No,3,Early spike,Avoidant,208,Passive,1,6
112,Matthew,33,Non-binary,Asexual,Past,2017-05-30,2018-07-31,427 days,Long-distance,Serious,Mismatch of values,High,Money,Although class kid quite success down time partner.,Yes,Yes,109,74,Sign help yes seven girl parent.,26,0,168,34,20,Shy,Numb,Confident,3,10,1,Higher,Trust actions not words,Yes,All of Me,48,6,No,4,Decline,Anxious,365,Open,8,10
113,Paul,24,Other,Heterosexual,Modern,2015-06-12,2017-04-11,669 days,Situationship,Engaged,Family disapproval,High,Social media use,Occur short care case report rate long quite once size none.,Yes,Yes,140,19,First easy first series ten note bed space fine to school religious peace do event name.,48,29,113,37,1,Excited,Joyful,Hopeful,4,9,7,Same,Choose wisely,No,Thinking Out Loud,0,9,Yes,4,Decline,Secure,224,Passive,8,6
